deg,Nan_last,Max_last,Nan_full,Max_full
285,0.566965,0.505581,0.679255,0.60063
285.5,0.566959,0.510399,0.679005,0.606379
286,0.567977,0.51534,0.68016,0.612636
286.5,0.566924,0.519248,0.679118,0.617932
287,0.568297,0.524724,0.680347,0.624409
287.5,0.567055,0.528236,0.678936,0.628687
288,0.567693,0.533594,0.679478,0.635337
288.5,0.566711,0.537395,0.678333,0.639864
289,0.566785,0.542151,0.678027,0.645459
289.5,0.56628,0.545996,0.67758,0.650623
290,0.565083,0.550417,0.676234,0.655228
290.5,0.5653,0.554881,0.675829,0.660564
291,0.563185,0.558262,0.673836,0.664288
291.5,0.563548,0.563355,0.673621,0.669763
292,0.561082,0.566116,0.670963,0.672855
292.5,0.561054,0.570838,0.67044,0.677922
293,0.558889,0.57382,0.668113,0.681059
293.5,0.558006,0.578043,0.666923,0.685483
294,0.556322,0.581426,0.664947,0.688692
294.5,0.554133,0.5849,0.662533,0.69205
295,0.553109,0.588366,0.661075,0.695431
295.5,0.550326,0.591027,0.658021,0.697339
296,0.54963,0.59483,0.656749,0.701055
296.5,0.546268,0.597124,0.653361,0.70226
297,0.545054,0.600806,0.651979,0.705716
297.5,0.541678,0.602591,0.648536,0.706677
298,0.540164,0.605747,0.646422,0.709108
298.5,0.537115,0.607773,0.643671,0.710003
299,0.534629,0.610202,0.64101,0.711277
299.5,0.532445,0.612247,0.638307,0.71275
300,0.528954,0.613942,0.634427,0.712747
300.5,0.527317,0.616557,0.632495,0.714149
301,0.523204,0.617318,0.628443,0.713235
301.5,0.521456,0.619399,0.626536,0.714384
302,0.517099,0.620028,0.621798,0.712722
302.5,0.515287,0.622109,0.619841,0.713045
303,0.511387,0.622293,0.615505,0.711463
303.5,0.508337,0.623682,0.612246,0.710646
304,0.505033,0.624068,0.608828,0.709658
304.5,0.501209,0.624498,0.604562,0.707487
305,0.498608,0.625082,0.601851,0.706876
305.5,0.493917,0.624511,0.596905,0.703752
306,0.491346,0.62553,0.594304,0.70333
306.5,0.486305,0.624266,0.589117,0.700131
307,0.483745,0.624534,0.586254,0.698981
307.5,0.478758,0.62336,0.581081,0.695218
308,0.475648,0.623166,0.577733,0.693239
308.5,0.471017,0.622159,0.573233,0.690241
309,0.466855,0.621372,0.568649,0.686791
309.5,0.463397,0.620801,0.565142,0.683627
310,0.457979,0.619446,0.559497,0.679194
310.5,0.454743,0.61945,0.556353,0.676348
311,0.449013,0.617854,0.550367,0.671071
311.5,0.445976,0.618259,0.547273,0.668743
312,0.440219,0.61621,0.541306,0.664666
312.5,0.436861,0.616334,0.537486,0.663303
313,0.43131,0.614402,0.532295,0.660875
313.5,0.42699,0.613568,0.52743,0.65835
314,0.422576,0.612107,0.5234,0.655389
314.5,0.417042,0.610468,0.517276,0.651526
315,0.413161,0.60977,0.51371,0.649166
315.5,0.407197,0.607084,0.507237,0.644748
316,0.403778,0.606706,0.503908,0.642565
316.5,0.397326,0.603417,0.497151,0.638023
317,0.393945,0.602737,0.493362,0.635642
317.5,0.388051,0.599866,0.48756,0.631701
318,0.383616,0.598602,0.482598,0.628173
318.5,0.378804,0.595915,0.477707,0.624871
319,0.373156,0.593696,0.471488,0.620982
319.5,0.369341,0.591647,0.467686,0.617806
320,0.36307,0.588279,0.460821,0.612984
320.5,0.359708,0.586858,0.457149,0.610319
321,0.353173,0.583033,0.450066,0.6047
321.5,0.349767,0.581483,0.446383,0.602034
322,0.34357,0.577382,0.439992,0.596841
322.5,0.339567,0.575271,0.435058,0.592914
323,0.334515,0.571709,0.42966,0.588181
323.5,0.329243,0.568738,0.423803,0.58344
324,0.325166,0.565612,0.41946,0.579043
324.5,0.319059,0.561471,0.41269,0.573675
325,0.315744,0.559406,0.409014,0.56974
325.5,0.309559,0.554485,0.401788,0.563668
326,0.306432,0.552284,0.398501,0.560173
326.5,0.300196,0.547208,0.39139,0.553914
327,0.296463,0.544861,0.387038,0.549807
327.5,0.291295,0.540148,0.381206,0.544391
328,0.286763,0.53678,0.375633,0.539881
328.5,0.28271,0.533016,0.370949,0.535519
329,0.276973,0.528466,0.364165,0.530295
329.5,0.273786,0.525602,0.360965,0.526792
330,0.267731,0.520439,0.353637,0.520895
330.5,0.265278,0.518022,0.350209,0.518609
331,0.258676,0.512449,0.343311,0.513181
331.5,0.256047,0.510154,0.339607,0.510719
332,0.250495,0.50481,0.333524,0.505717
332.5,0.246476,0.501614,0.328723,0.503203
333,0.242455,0.497555,0.324097,0.500156
333.5,0.237451,0.493538,0.318472,0.496263
334,0.234476,0.490459,0.314777,0.495072
334.5,0.228801,0.485427,0.308149,0.49075
335,0.226381,0.48374,0.305254,0.490565
335.5,0.220546,0.478128,0.297955,0.48635
336,0.218366,0.476043,0.295126,0.486191
336.5,0.212717,0.471181,0.288862,0.483077
337,0.209551,0.468844,0.284938,0.482385
337.5,0.20524,0.464954,0.280068,0.48036
338,0.201124,0.461394,0.274601,0.478683
338.5,0.197967,0.458782,0.271325,0.47855
339,0.1924,0.454154,0.264913,0.475398
339.5,0.190443,0.453355,0.262844,0.476703
340,0.184893,0.448229,0.255988,0.472896
340.5,0.183016,0.44735,0.254194,0.474403
341,0.177321,0.442637,0.247726,0.471132
341.5,0.174771,0.440942,0.244798,0.471384
342,0.170328,0.437552,0.240199,0.469414
342.5,0.16679,0.435015,0.235694,0.46785
343,0.163662,0.432705,0.232505,0.467767
343.5,0.158513,0.428721,0.226547,0.464464
344,0.156644,0.42801,0.224982,0.465494
344.5,0.150728,0.423383,0.218215,0.461426
345,0.14945,0.422618,0.217566,0.462002
345.5,0.143964,0.418006,0.21093,0.458112
346,0.142212,0.417279,0.208974,0.457761
346.5,0.1376,0.41346,0.204234,0.454899
347,0.13411,0.41109,0.200379,0.452983
347.5,0.131215,0.408613,0.197721,0.45148
348,0.126951,0.405094,0.192273,0.447439
348.5,0.124696,0.4041,0.190729,0.447553
349,0.119241,0.399131,0.184171,0.442412
349.5,0.118749,0.398756,0.183508,0.442597
350,0.113033,0.393817,0.177129,0.437301
350.5,0.111503,0.392964,0.175992,0.436506
351,0.106914,0.388591,0.171286,0.432139
351.5,0.104295,0.386409,0.167913,0.429247
352,0.10074,0.383324,0.165023,0.426585
352.5,0.0971903,0.379349,0.160468,0.421968
353,0.0951787,0.377563,0.158945,0.420426
353.5,0.0902678,0.372704,0.153191,0.414489
354,0.0893053,0.371788,0.152546,0.413562
354.5,0.083907,0.366225,0.146286,0.407383
355,0.0830517,0.364965,0.145494,0.405733
355.5,0.0779682,0.35981,0.139881,0.399896
356,0.0763291,0.357253,0.13757,0.396664
356.5,0.0728272,0.353192,0.13359,0.392026
357,0.0693517,0.349195,0.129189,0.386592
357.5,0.0671465,0.346223,0.127383,0.3836
358,0.0625052,0.340929,0.121417,0.376363
358.5,0.0616676,0.33933,0.12093,0.374354
359,0.0561836,0.332804,0.114892,0.36645
359.5,0.0560601,0.331181,0.114133,0.364099
360,0.0506252,0.325254,0.108793,0.356606
360.5,,,0.107293,0.352857
361,,,0.103562,0.347087
361.5,,,0.100736,0.341346
362,,,0.0986894,0.336927
362.5,,,0.0941966,0.329227
363,,,0.0938027,0.326181
363.5,,,0.0885624,0.317423
364,,,0.0885304,0.314509
364.5,,,0.0838792,0.305821
365,,,0.082668,0.301649
365.5,,,0.079241,0.294102
366,,,0.07732,0.288273
366.5,,,0.0750656,0.282516
367,,,0.0718726,0.274618
367.5,,,0.0710333,0.270476
368,,,0.0672725,0.261132
368.5,,,0.0674674,0.257657
369,,,0.0637518,0.248548
369.5,,,0.0638071,0.244271
370,,,0.0606323,0.236104
370.5,,,0.0603409,0.230864
371,,,0.0586694,0.223968
371.5,,,0.0568107,0.216841
372,,,0.0564208,0.212048
372.5,,,0.0542545,0.203859
373,,,0.0547133,0.199986
373.5,,,0.0516369,0.191026
374,,,0.0530606,0.187707
374.5,,,0.0504726,0.179446
375,,,0.0513908,0.175322
375.5,,,0.049624,0.168363
376,,,0.049648,0.162684
376.5,,,0.0490926,0.15766
377,,,0.0483284,0.150864
377.5,,,0.0493117,0.147378
378,,,0.0478642,0.139681
378.5,,,0.0495511,0.137327
379,,,0.047959,0.129517
379.5,,,0.0502817,0.126853
380,,,0.0489687,0.12076
380.5,,,0.0507457,0.116716
381,,,0.0506424,0.112225
381.5,,,0.051025,0.107165
382,,,0.0525581,0.10498
382.5,,,0.0524535,0.0983988
383,,,0.054464,0.0972165
383.5,,,0.0538129,0.0909776
384,,,0.0567936,0.0898619
384.5,,,0.0559226,0.0845915
385,,,0.0584231,0.0825844
385.5,,,0.0585158,0.0794642
386,,,0.0595404,0.0758372
386.5,,,0.061178,0.0742237
387,,,0.061438,0.0697594
387.5,,,0.0638819,0.0700914
388,,,0.0633236,0.0648995
388.5,,,0.0664146,0.0657231
389,,,0.0661175,0.0614877
389.5,,,0.0683469,0.0618083
390,,,0.0684924,0.0585846
390.5,,,0.0700494,0.0576638
391,,,0.0714392,0.0570257
391.5,,,0.072178,0.0544333
392,,,0.0742136,0.0555436
392.5,,,0.0741681,0.0528133
393,,,0.077492,0.0545309
393.5,,,0.0765258,0.051593
394,,,0.0791559,0.0534341
394.5,,,0.0794001,0.0517203
395,,,0.0810054,0.0525437
395.5,,,0.0825221,0.0524868
396,,,0.0835055,0.0524342
396.5,,,0.0859192,0.0537809
397,,,0.0858568,0.0529728
397.5,,,0.0892887,0.0556921
398,,,0.0886709,0.0540887
398.5,,,0.0921497,0.0572227
399,,,0.0924333,0.0562482
399.5,,,0.0951688,0.0588012
400,,,0.0963176,0.0594388
400.5,,,0.098166,0.0609066
401,,,0.100836,0.0620595
401.5,,,0.101188,0.0628233
402,,,0.105007,0.0666843
402.5,,,0.106245,0.0658297
403,,,0.109547,0.0697042
403.5,,,0.110517,0.0694892
404,,,0.113465,0.0728419
404.5,,,0.115729,0.074201
405,,,0.117996,0.0763296
405.5,,,0.121159,0.0788403
406,,,0.122962,0.0798417
406.5,,,0.127015,0.0841684
407,,,0.127969,0.084457
407.5,,,0.132679,0.0889972
408,,,0.134461,0.0893994
408.5,,,0.13802,0.0937097
409,,,0.140661,0.0953681
409.5,,,0.144047,0.098469
410,,,0.147725,0.101737
410.5,,,0.150233,0.103519
411,,,0.154984,0.108239
411.5,,,0.156988,0.109267
412,,,0.162087,0.114427
412.5,,,0.164525,0.115422
413,,,0.169186,0.120761
413.5,,,0.172429,0.122613
414,,,0.176416,0.126545
414.5,,,0.180854,0.130403
415,,,0.18411,0.1332
415.5,,,0.189247,0.13801
416,,,0.192205,0.139677
416.5,,,0.197737,0.145831
417,,,0.201169,0.147371
417.5,,,0.206587,0.153047
418,,,0.210653,0.155366
418.5,,,0.215357,0.160844
419,,,0.220584,0.164145
419.5,,,0.224922,0.167984
420,,,0.230468,0.172814
420.5,,,0.234587,0.17564
421,,,0.24094,0.181745
421.5,,,0.244958,0.184009
422,,,0.251168,0.190064
422.5,,,0.256145,0.192991
423,,,0.261966,0.198497
423.5,,,0.267528,0.20234
424,,,0.272603,0.206771
424.5,,,0.27907,0.211962
425,,,0.284066,0.215174
425.5,,,0.290706,0.221566
426,,,0.295506,0.224142
426.5,,,0.302451,0.230846
427,,,0.30772,0.233668
427.5,,,0.314061,0.240044
428,,,0.32017,0.243774
428.5,,,0.325956,0.248723
429,,,0.332947,0.254248
429.5,,,0.337955,0.257767
430,,,0.345075,0.264428
430.5,,,0.350348,0.267356
431,,,0.357632,0.274335
431.5,,,0.363197,0.277156
432,,,0.369894,0.283933
432.5,,,0.376277,0.288149
433,,,0.382302,0.293448
433.5,,,0.389111,0.298667
434,,,0.394571,0.30286
434.5,,,0.401497,0.309471
435,,,0.406984,0.312806
435.5,,,0.414152,0.320064
436,,,0.419832,0.323688
436.5,,,0.426266,0.330115
437,,,0.432526,0.334684
437.5,,,0.438208,0.340286
438,,,0.445137,0.346028
438.5,,,0.450296,0.350369
439,,,0.457467,0.357086
439.5,,,0.462399,0.360818
440,,,0.469191,0.36775
440.5,,,0.474592,0.371943
441,,,0.480831,0.378461
441.5,,,0.486807,0.383135
442,,,0.492043,0.389059
442.5,,,0.49894,0.394771
443,,,0.503414,0.399606
443.5,,,0.510351,0.405827
444,,,0.51495,0.410292
444.5,,,0.521212,0.41746
445,,,0.526267,0.421302
445.5,,,0.531816,0.428079
446,,,0.537626,0.433023
446.5,,,0.542207,0.438968
447,,,0.548347,0.444485
447.5,,,0.552454,0.449511
448,,,0.559007,0.456057
448.5,,,0.562685,0.460494
449,,,0.568569,0.467158
449.5,,,0.572808,0.471549
450,,,0.577833,0.478148
450.5,,,0.582581,0.483005
451,,,0.586691,0.489217
451.5,,,0.592281,0.494703
452,,,0.595243,0.499842
452.5,,,0.600936,0.506285
453,,,0.603638,0.510868
453.5,,,0.608943,0.517625
454,,,0.611978,0.522183
454.5,,,0.616242,0.528954
455,,,0.619985,0.533841
455.5,,,0.623318,0.540065
456,,,0.627683,0.545931
456.5,,,0.629501,0.551185
457,,,0.634128,0.557855
457.5,,,0.635743,0.562639
458,,,0.639787,0.569848
458.5,,,0.642013,0.574637
459,,,0.645001,0.581565
459.5,,,0.647502,0.586615
460,,,0.649375,0.593144
460.5,,,0.652554,0.599182
461,,,0.653541,0.604509
461.5,,,0.656806,0.611565
462,,,0.657611,0.616127
462.5,,,0.660649,0.623683
463,,,0.661191,0.628152
463.5,,,0.663302,0.635111
464,,,0.66441,0.640132
464.5,,,0.665593,0.646642
465,,,0.667496,0.652077
465.5,,,0.667553,0.657084
466,,,0.669759,0.6641
466.5,,,0.669214,0.668095
467,,,0.671385,0.674919
467.5,,,0.67076,0.678798
468,,,0.671846,0.685137
468.5,,,0.671873,0.689341
469,,,0.672093,0.694879
469.5,,,0.672671,0.699749
470,,,0.671421,0.703914
470.5,,,0.672607,0.709148
471,,,0.670799,0.712201
471.5,,,0.671743,0.717858
472,,,0.669811,0.720563
472.5,,,0.670135,0.725418
473,,,0.668299,0.728235
473.5,,,0.667842,0.732316
474,,,0.666483,0.735663
474.5,,,0.664663,0.738128
475,,,0.664279,0.741647
475.5,,,0.66109,0.743379
476,,,0.660924,0.747177
476.5,,,0.657664,0.74793
477,,,0.656765,0.751374
477.5,,,0.653276,0.752001
478,,,0.651926,0.754249
478.5,,,0.648959,0.755341
479,,,0.646355,0.756443
479.5,,,0.643884,0.757974
480,,,0.639746,0.757493
480.5,,,0.638414,0.75942
481,,,0.633158,0.75833
481.5,,,0.631718,0.759729
482,,,0.626417,0.758728
482.5,,,0.624268,0.759068
483,,,0.619722,0.758441
483.5,,,0.616286,0.758202
484,,,0.612755,0.757456
484.5,,,0.608034,0.756006
485,,,0.605263,0.756334
485.5,,,0.599505,0.753955
486,,,0.597256,0.754522
486.5,,,0.591176,0.751358
487,,,0.588579,0.751415
487.5,,,0.582876,0.749355
488,,,0.579089,0.748584
488.5,,,0.574331,0.74664
489,,,0.569117,0.744012
489.5,,,0.565163,0.74312
490,,,0.558965,0.739911
490.5,,,0.555237,0.738863
491,,,0.548496,0.735125
491.5,,,0.544935,0.733523
492,,,0.537621,0.729939
492.5,,,0.533459,0.727593
493,,,0.527114,0.723913
493.5,,,0.521074,0.720264
494,,,0.515787,0.717803
494.5,,,0.50856,0.713176
495,,,0.504101,0.71047
495.5,,,0.495862,0.705073
496,,,0.491777,0.7024
496.5,,,0.483411,0.696999
497,,,0.478448,0.69336
497.5,,,0.471166,0.68776
498,,,0.464731,0.683589
498.5,,,0.458558,0.678754
499,,,0.450897,0.672979
499.5,,,0.446136,0.668943
500,,,0.437274,0.661972
500.5,,,0.43305,0.658215
501,,,0.424306,0.651061
501.5,,,0.419612,0.647257
502,,,0.411748,0.639936
502.5,,,0.405874,0.635094
503,,,0.399519,0.629149
503.5,,,0.392538,0.623078
504,,,0.387489,0.617786
504.5,,,0.379669,0.61088
505,,,0.375618,0.606592
505.5,,,0.36749,0.598765
506,,,0.363668,0.594737
506.5,,,0.356092,0.587563
507,,,0.351579,0.582829
507.5,,,0.345552,0.576675
508,,,0.339819,0.570857
508.5,,,0.335139,0.565636
509,,,0.328338,0.559138
509.5,,,0.32518,0.555387
510,,,0.317864,0.547902
510.5,,,0.315301,0.544684
511,,,0.30839,0.537645
511.5,,,0.305511,0.533972
512,,,0.299709,0.528191
512.5,,,0.295697,0.523354
513,,,0.291649,0.518715
513.5,,,0.286472,0.513219
514,,,0.283836,0.510151
514.5,,,0.277916,0.503411
515,,,0.276247,0.501207
515.5,,,0.269806,0.494752
516,,,0.267979,0.492092
516.5,,,0.262538,0.487011
517,,,0.259721,0.483384
517.5,,,0.255876,0.479391
518,,,0.251379,0.474936
518.5,,,0.249189,0.472139
519,,,0.243742,0.466785
519.5,,,0.24225,0.465604
520,,,0.236231,0.459146
520.5,,,0.235096,0.457804
521,,,0.229693,0.452617
521.5,,,0.227081,0.45027
522,,,0.223242,0.445948
522.5,,,0.21913,0.442117
523,,,0.216606,0.439928
523.5,,,0.211259,0.434102
524,,,0.2101,0.433102
524.5,,,0.203544,0.426738
525,,,0.202931,0.425618
525.5,,,0.197094,0.419809
526,,,0.194874,0.417591
526.5,,,0.190388,0.413342
527,,,0.186564,0.409124
527.5,,,0.183995,0.406179
528,,,0.178369,0.400356
528.5,,,0.176885,0.398582
529,,,0.170465,0.391571
529.5,,,0.169265,0.39011
530,,,0.163253,0.38288
530.5,,,0.161268,0.380626
531,,,0.156184,0.374739
531.5,,,0.152386,0.370403
532,,,0.149048,0.365526
532.5,,,0.143781,0.359638
533,,,0.142121,0.356374
533.5,,,0.135544,0.348631
534,,,0.134565,0.346204
534.5,,,0.128127,0.338464
535,,,0.125844,0.334951
535.5,,,0.120599,0.327858
536,,,0.117412,0.322805
536.5,,,0.113919,0.317145
537,,,0.108382,0.310609
537.5,,,0.106144,0.306273
538,,,0.100194,0.298043
538.5,,,0.0988859,0.29481
539,,,0.0925678,0.285885
539.5,,,0.0909467,0.282672
540,,,0.0854873,0.274449
540.5,,,0.0826497,0.269792
541,,,0.0789444,0.263394
541.5,,,0.0750359,0.256787
542,,,0.0722637,0.251681
542.5,,,0.0675552,0.243376
543,,,0.0659481,0.240241
543.5,,,0.0606364,0.231015
544,,,0.059676,0.227805
544.5,,,0.0546252,0.219424
545,,,0.0524431,0.215505
545.5,,,0.0489797,0.208046
546,,,0.0459633,0.202345
546.5,,,0.0430386,0.197331
547,,,0.0399164,0.189735
547.5,,,0.0379622,0.186182
548,,,0.0342539,0.177873
548.5,,,0.0329644,0.174768
549,,,0.0289649,0.166747
549.5,,,0.0278607,0.163304
550,,,0.0243671,0.155994
550.5,,,0.0228815,0.151435
551,,,0.0202823,0.145768
551.5,,,0.0182126,0.139749
552,,,0.0168666,0.136088
552.5,,,0.0139144,0.128837
553,,,0.0132364,0.125732
553.5,,,0.0100333,0.118593
554,,,0.0100846,0.115768
554.5,,,0.00716284,0.108737
555,,,0.00677506,0.105227
555.5,,,0.00475941,0.0995462
556,,,0.00358081,0.0949319
556.5,,,0.00260959,0.0908341
557,,,0.000950986,0.0849931
557.5,,,0.00124907,0.082311
558,,,-0.000598371,0.075895
558.5,,,4.54859E-05,0.07387
559,,,-0.00202537,0.0673915
559.5,,,-0.00111934,0.0652463
560,,,-0.00284736,0.0599974
560.5,,,-0.00218997,0.0568565
561,,,-0.00256062,0.0532019
561.5,,,-0.00300067,0.0486179
562,,,-0.00285802,0.0465548
562.5,,,-0.00317932,0.0411836
563,,,-0.00165158,0.0405378
563.5,,,-0.00332355,0.0347448
564,,,-0.00110478,0.0340956
564.5,,,-0.00188102,0.0288994
565,,,-0.000350718,0.027593
565.5,,,-0.000119614,0.0242038
566,,,0.000324993,0.0214572
566.5,,,0.00234947,0.0198672
567,,,0.00200159,0.0155601
567.5,,,0.00447758,0.0157381
568,,,0.00433953,0.010753
568.5,,,0.00706209,0.0116104
569,,,0.0073168,0.00739555
569.5,,,0.0100244,0.00704248
570,,,0.0108581,0.00446843
570.5,,,0.012456,0.00330868
571,,,0.0150595,0.00241503
571.5,,,0.0157971,0.000121632
572,,,0.0196476,0.000426978
572.5,,,0.0200033,-0.0024189
573,,,0.0239001,-0.000777805
573.5,,,0.024673,-0.00352158
574,,,0.028523,-0.00257679
574.5,,,0.0299748,-0.00414504
575,,,0.033104,-0.00344228
575.5,,,0.0358901,-0.0039955
576,,,0.0381413,-0.00389177
576.5,,,0.0423037,-0.00312503
577,,,0.0435816,-0.00343065
577.5,,,0.0490017,-0.00182943
578,,,0.0503262,-0.00298509
578.5,,,0.0549757,-0.00012214
579,,,0.0574603,-0.0012704
579.5,,,0.0611887,0.00165096
580,,,0.0650695,0.00217854
580.5,,,0.068172,0.00310959
581,,,0.0726722,0.00499553
581.5,,,0.0753277,0.00588445
582,,,0.0804472,0.0092553
582.5,,,0.0832135,0.0088548
583,,,0.0882627,0.012785
583.5,,,0.0912943,0.0133799
584,,,0.0963059,0.0166866
584.5,,,0.100015,0.017886
585,,,0.103964,0.0208265
585.5,,,0.108845,0.0237124
586,,,0.11247,0.025341
586.5,,,0.118117,0.0297952
587,,,0.121381,0.0307209
587.5,,,0.127267,0.0357548
588,,,0.131057,0.0369694
588.5,,,0.136236,0.0419934
589,,,0.140723,0.0442889
589.5,,,0.146006,0.047887
590,,,0.150683,0.0518248
590.5,,,0.155159,0.0551352
591,,,0.161249,0.0600096
591.5,,,0.165568,0.062225
592,,,0.171521,0.068335
592.5,,,0.175978,0.0706967
593,,,0.182087,0.0766535
593.5,,,0.18696,0.0798483
594,,,0.192459,0.0850387
594.5,,,0.198162,0.0897827
595,,,0.203457,0.0937977
595.5,,,0.209555,0.0998844
596,,,0.214382,0.103023
596.5,,,0.220953,0.110136
597,,,0.225985,0.11315
597.5,,,0.232575,0.120442
598,,,0.237954,0.124119
598.5,,,0.244145,0.130401
599,,,0.250177,0.135507
599.5,,,0.25565,0.140396
600,,,0.262548,0.14726
600.5,,,0.267938,0.151095
601,,,0.274905,0.158629
601.5,,,0.280093,0.162431
602,,,0.287255,0.170152
602.5,,,0.293061,0.174091
603,,,0.299409,0.181335
603.5,,,0.305995,0.186299
604,,,0.311968,0.192453
604.5,,,0.318944,0.198909
605,,,0.324639,0.203626
605.5,,,0.331676,0.211497
606,,,0.337223,0.215405
606.5,,,0.34456,0.223258
607,,,0.350406,0.227867
607.5,,,0.356935,0.235063
608,,,0.363382,0.240428
608.5,,,0.369447,0.246648
609,,,0.376333,0.252997
609.5,,,0.381826,0.258216
610,,,0.388944,0.265968
610.5,,,0.394309,0.270167
611,,,0.401218,0.278048
611.5,,,0.407064,0.282336
612,,,0.41342,0.29006
612.5,,,0.419451,0.294916
613,,,0.425067,0.301725
613.5,,,0.431806,0.307635
614,,,0.43689,0.313256
614.5,,,0.443584,0.320426
615,,,0.448572,0.324806
615.5,,,0.455064,0.332275
616,,,0.460113,0.336845
616.5,,,0.46599,0.344093
617,,,0.471744,0.349305
617.5,,,0.476833,0.355343
618,,,0.482826,0.361528
618.5,,,0.48716,0.366987
619,,,0.493394,0.373159
619.5,,,0.497635,0.377953
620,,,0.503361,0.385245
620.5,,,0.507782,0.389428
621,,,0.513058,0.39628
621.5,,,0.517892,0.401314
622,,,0.522175,0.407333
622.5,,,0.527525,0.412808
623,,,0.53102,0.417924
623.5,,,0.53653,0.424249
624,,,0.539654,0.428459
624.5,,,0.544987,0.435193
625,,,0.548336,0.439247
625.5,,,0.552819,0.445792
626,,,0.556615,0.4505
626.5,,,0.560281,0.455917
627,,,0.564565,0.461267
627.5,,,0.567208,0.466542
628,,,0.571826,0.472188
628.5,,,0.57389,0.476355
629,,,0.578211,0.482701
629.5,,,0.580447,0.486865
630,,,0.584046,0.492986
630.5,,,0.586758,0.497517
